2021-02-02 14:51:15,546 CARME Slurm ID: 25142
2021-02-02 14:51:15,547 gpu device = 0
2021-02-02 14:51:15,548 args = Namespace(arch='DARTS', auxiliary=True, auxiliary_weight=0.4, batch_size=96, cells=20, cutout=True, cutout_length=16, data='../data', drop_path_prob=0.2, epochs=600, gpu=0, grad_clip=5, init_channels=36, learning_rate=0.001, learning_rate_min=0.0001, momentum=0.9, plot_freq=1, report_freq=0, save='darts-pruning/darts-pruning-lr_0.001_edec_0_rho_0.9_rdec_0_mu_0.0005_time_20210202-145112', seed=0, use_lr_scheduler=True, weight_decay=0.0005)
2021-02-02 14:51:20,727 param size = 3.349394MB
2021-02-05 03:24:48,792 (JOBID 25142) epoch 436 lr 2.559729e-04: train_acc 94.475998, valid_acc 95.959999
2021-02-05 03:33:14,860 (JOBID 25142) epoch 437 lr 2.541933e-04: train_acc 94.720001, valid_acc 96.149994
2021-02-05 03:41:49,484 (JOBID 25142) epoch 438 lr 2.524219e-04: train_acc 94.479996, valid_acc 95.959999
2021-02-05 03:50:18,863 (JOBID 25142) epoch 439 lr 2.506585e-04: train_acc 94.559998, valid_acc 96.029999
2021-02-05 03:58:39,761 (JOBID 25142) epoch 440 lr 2.489034e-04: train_acc 94.645996, valid_acc 96.119995
2021-02-05 04:06:55,093 (JOBID 25142) epoch 441 lr 2.471566e-04: train_acc 94.491997, valid_acc 96.079994
2021-02-05 04:15:19,733 (JOBID 25142) epoch 442 lr 2.454180e-04: train_acc 94.477997, valid_acc 96.029999
2021-02-05 04:23:49,581 (JOBID 25142) epoch 443 lr 2.436878e-04: train_acc 94.722000, valid_acc 96.299995
2021-02-05 04:31:52,544 (JOBID 25142) epoch 444 lr 2.419660e-04: train_acc 94.498001, valid_acc 95.979996
2021-02-05 04:40:30,553 (JOBID 25142) epoch 445 lr 2.402526e-04: train_acc 94.411995, valid_acc 96.229996
2021-02-05 04:49:20,420 (JOBID 25142) epoch 446 lr 2.385478e-04: train_acc 94.435997, valid_acc 96.290001
2021-02-05 04:58:01,265 (JOBID 25142) epoch 447 lr 2.368514e-04: train_acc 94.633995, valid_acc 96.129997
2021-02-05 05:07:05,732 (JOBID 25142) epoch 448 lr 2.351637e-04: train_acc 94.311996, valid_acc 95.899994
2021-02-05 05:15:48,934 (JOBID 25142) epoch 449 lr 2.334846e-04: train_acc 94.528000, valid_acc 95.849998
2021-02-05 05:24:18,821 (JOBID 25142) epoch 450 lr 2.318141e-04: train_acc 94.762001, valid_acc 96.199997
2021-02-05 05:32:43,443 (JOBID 25142) epoch 451 lr 2.301524e-04: train_acc 94.526001, valid_acc 96.119995
2021-02-05 05:41:16,327 (JOBID 25142) epoch 452 lr 2.284995e-04: train_acc 94.458000, valid_acc 96.099998
2021-02-05 05:49:49,610 (JOBID 25142) epoch 453 lr 2.268553e-04: train_acc 94.635994, valid_acc 96.099998
2021-02-05 05:58:35,811 (JOBID 25142) epoch 454 lr 2.252201e-04: train_acc 94.593994, valid_acc 96.159996
2021-02-05 06:07:01,861 (JOBID 25142) epoch 455 lr 2.235937e-04: train_acc 94.666000, valid_acc 96.099998
2021-02-05 06:15:28,255 (JOBID 25142) epoch 456 lr 2.219763e-04: train_acc 94.456001, valid_acc 96.180000
2021-02-05 06:24:19,110 (JOBID 25142) epoch 457 lr 2.203679e-04: train_acc 94.335999, valid_acc 96.049995
2021-02-05 06:33:20,775 (JOBID 25142) epoch 458 lr 2.187685e-04: train_acc 94.515999, valid_acc 96.119995
2021-02-05 06:41:33,215 (JOBID 25142) epoch 459 lr 2.171782e-04: train_acc 94.451996, valid_acc 96.299995
2021-02-05 06:49:44,188 (JOBID 25142) epoch 460 lr 2.155970e-04: train_acc 94.607994, valid_acc 96.199997
2021-02-05 06:57:45,909 (JOBID 25142) epoch 461 lr 2.140250e-04: train_acc 94.318001, valid_acc 95.939995
2021-02-05 07:05:58,078 (JOBID 25142) epoch 462 lr 2.124622e-04: train_acc 94.551994, valid_acc 96.009995
2021-02-05 07:13:58,638 (JOBID 25142) epoch 463 lr 2.109086e-04: train_acc 94.655998, valid_acc 96.220001
2021-02-05 07:22:12,954 (JOBID 25142) epoch 464 lr 2.093644e-04: train_acc 94.570000, valid_acc 96.279999
2021-02-05 07:30:34,407 (JOBID 25142) epoch 465 lr 2.078295e-04: train_acc 94.481995, valid_acc 96.019997
2021-02-05 07:39:12,683 (JOBID 25142) epoch 466 lr 2.063040e-04: train_acc 94.493996, valid_acc 96.199997
2021-02-05 07:47:29,769 (JOBID 25142) epoch 467 lr 2.047878e-04: train_acc 94.531998, valid_acc 96.299995
2021-02-05 07:55:46,877 (JOBID 25142) epoch 468 lr 2.032812e-04: train_acc 94.675995, valid_acc 96.250000
2021-02-05 08:04:45,891 (JOBID 25142) epoch 469 lr 2.017841e-04: train_acc 94.477997, valid_acc 96.189995
2021-02-05 08:13:21,865 (JOBID 25142) epoch 470 lr 2.002965e-04: train_acc 94.403999, valid_acc 96.159996
2021-02-05 08:22:12,949 (JOBID 25142) epoch 471 lr 1.988185e-04: train_acc 94.444000, valid_acc 96.099998
2021-02-05 08:30:44,546 (JOBID 25142) epoch 472 lr 1.973501e-04: train_acc 94.389999, valid_acc 95.889999
2021-02-05 08:39:03,466 (JOBID 25142) epoch 473 lr 1.958914e-04: train_acc 94.587997, valid_acc 96.029999
2021-02-05 08:48:23,882 (JOBID 25142) epoch 474 lr 1.944424e-04: train_acc 94.472000, valid_acc 96.169998
2021-02-05 08:56:44,008 (JOBID 25142) epoch 475 lr 1.930031e-04: train_acc 94.512001, valid_acc 96.250000
2021-02-05 09:04:59,331 (JOBID 25142) epoch 476 lr 1.915737e-04: train_acc 94.498001, valid_acc 96.169998
2021-02-05 09:13:19,798 (JOBID 25142) epoch 477 lr 1.901541e-04: train_acc 94.447998, valid_acc 96.220001
2021-02-05 09:21:43,122 (JOBID 25142) epoch 478 lr 1.887443e-04: train_acc 94.514000, valid_acc 96.369995
2021-02-05 09:30:33,602 (JOBID 25142) epoch 479 lr 1.873444e-04: train_acc 94.416000, valid_acc 96.290001
2021-02-05 09:39:19,549 (JOBID 25142) epoch 480 lr 1.859545e-04: train_acc 94.222000, valid_acc 96.290001
2021-02-05 09:48:03,170 (JOBID 25142) epoch 481 lr 1.845746e-04: train_acc 94.353996, valid_acc 96.229996
2021-02-05 09:57:52,880 (JOBID 25142) epoch 482 lr 1.832046e-04: train_acc 94.403999, valid_acc 96.159996
2021-02-05 10:07:33,220 (JOBID 25142) epoch 483 lr 1.818448e-04: train_acc 94.515999, valid_acc 96.119995
2021-02-05 10:16:53,731 (JOBID 25142) epoch 484 lr 1.804950e-04: train_acc 94.563995, valid_acc 96.269997
2021-02-05 10:26:25,026 (JOBID 25142) epoch 485 lr 1.791553e-04: train_acc 94.421997, valid_acc 96.110001
2021-02-05 10:35:30,426 (JOBID 25142) epoch 486 lr 1.778259e-04: train_acc 94.433998, valid_acc 96.299995
2021-02-05 10:44:27,941 (JOBID 25142) epoch 487 lr 1.765066e-04: train_acc 94.306000, valid_acc 96.180000
2021-02-05 10:53:11,111 (JOBID 25142) epoch 488 lr 1.751976e-04: train_acc 94.257996, valid_acc 96.129997
2021-02-05 11:01:39,990 (JOBID 25142) epoch 489 lr 1.738988e-04: train_acc 94.323997, valid_acc 96.129997
2021-02-05 11:10:08,809 (JOBID 25142) epoch 490 lr 1.726104e-04: train_acc 94.346001, valid_acc 95.979996
2021-02-05 11:18:36,966 (JOBID 25142) epoch 491 lr 1.713323e-04: train_acc 94.374001, valid_acc 96.059998
2021-02-05 11:26:58,104 (JOBID 25142) epoch 492 lr 1.700646e-04: train_acc 94.423996, valid_acc 96.259995
2021-02-05 11:35:20,352 (JOBID 25142) epoch 493 lr 1.688073e-04: train_acc 94.241997, valid_acc 96.119995
2021-02-05 11:43:44,886 (JOBID 25142) epoch 494 lr 1.675604e-04: train_acc 94.445999, valid_acc 96.329994
2021-02-05 11:51:56,658 (JOBID 25142) epoch 495 lr 1.663240e-04: train_acc 94.421997, valid_acc 96.229996
2021-02-05 12:00:57,879 (JOBID 25142) epoch 496 lr 1.650982e-04: train_acc 94.307999, valid_acc 95.839996
2021-02-05 12:10:05,235 (JOBID 25142) epoch 497 lr 1.638829e-04: train_acc 94.243996, valid_acc 96.149994
2021-02-05 12:19:02,345 (JOBID 25142) epoch 498 lr 1.626782e-04: train_acc 94.301994, valid_acc 96.169998
2021-02-05 12:28:04,467 (JOBID 25142) epoch 499 lr 1.614841e-04: train_acc 94.227997, valid_acc 96.119995
2021-02-05 12:37:07,826 (JOBID 25142) epoch 500 lr 1.603007e-04: train_acc 94.175995, valid_acc 96.139999
2021-02-05 12:46:12,468 (JOBID 25142) epoch 501 lr 1.591279e-04: train_acc 94.299995, valid_acc 96.040001
2021-02-05 12:54:50,396 (JOBID 25142) epoch 502 lr 1.579659e-04: train_acc 94.220001, valid_acc 96.139999
2021-02-05 13:03:56,246 (JOBID 25142) epoch 503 lr 1.568146e-04: train_acc 94.407997, valid_acc 96.070000
2021-02-05 13:12:43,000 (JOBID 25142) epoch 504 lr 1.556741e-04: train_acc 94.225998, valid_acc 96.220001
2021-02-05 13:21:31,314 (JOBID 25142) epoch 505 lr 1.545444e-04: train_acc 94.447998, valid_acc 96.180000
2021-02-05 13:30:28,078 (JOBID 25142) epoch 506 lr 1.534255e-04: train_acc 94.419998, valid_acc 96.209999
2021-02-05 13:38:57,682 (JOBID 25142) epoch 507 lr 1.523175e-04: train_acc 94.208000, valid_acc 96.169998
2021-02-05 13:47:26,137 (JOBID 25142) epoch 508 lr 1.512205e-04: train_acc 94.222000, valid_acc 96.199997
2021-02-05 13:56:12,683 (JOBID 25142) epoch 509 lr 1.501343e-04: train_acc 94.112000, valid_acc 96.209999
2021-02-05 14:05:00,315 (JOBID 25142) epoch 510 lr 1.490591e-04: train_acc 94.547997, valid_acc 96.250000
2021-02-05 14:14:01,523 (JOBID 25142) epoch 511 lr 1.479949e-04: train_acc 93.986000, valid_acc 96.199997
2021-02-05 14:23:19,779 (JOBID 25142) epoch 512 lr 1.469418e-04: train_acc 94.227997, valid_acc 96.139999
2021-02-05 14:33:01,249 (JOBID 25142) epoch 513 lr 1.458997e-04: train_acc 93.991997, valid_acc 96.229996
2021-02-05 14:42:11,636 (JOBID 25142) epoch 514 lr 1.448686e-04: train_acc 94.045998, valid_acc 96.209999
2021-02-05 14:50:29,541 (JOBID 25142) epoch 515 lr 1.438487e-04: train_acc 94.007996, valid_acc 96.199997
2021-02-05 14:59:07,640 (JOBID 25142) epoch 516 lr 1.428399e-04: train_acc 94.145996, valid_acc 96.229996
2021-02-05 15:07:35,141 (JOBID 25142) epoch 517 lr 1.418422e-04: train_acc 94.103996, valid_acc 96.279999
2021-02-05 15:15:55,286 (JOBID 25142) epoch 518 lr 1.408558e-04: train_acc 94.220001, valid_acc 96.409996
2021-02-05 15:25:19,651 (JOBID 25142) epoch 519 lr 1.398806e-04: train_acc 94.096001, valid_acc 96.189995
2021-02-05 15:36:35,473 (JOBID 25142) epoch 520 lr 1.389166e-04: train_acc 93.961998, valid_acc 96.220001
2021-02-05 15:46:20,281 (JOBID 25142) epoch 521 lr 1.379639e-04: train_acc 94.093994, valid_acc 96.299995
2021-02-05 15:56:47,270 (JOBID 25142) epoch 522 lr 1.370225e-04: train_acc 93.947998, valid_acc 96.379997
2021-02-05 16:07:07,871 (JOBID 25142) epoch 523 lr 1.360924e-04: train_acc 93.905998, valid_acc 96.320000
2021-02-05 16:20:27,125 (JOBID 25142) epoch 524 lr 1.351736e-04: train_acc 93.860001, valid_acc 96.250000
2021-02-05 16:31:26,091 (JOBID 25142) epoch 525 lr 1.342662e-04: train_acc 94.026001, valid_acc 96.439995
2021-02-05 16:41:34,851 (JOBID 25142) epoch 526 lr 1.333703e-04: train_acc 94.181999, valid_acc 96.199997
2021-02-05 16:52:03,453 (JOBID 25142) epoch 527 lr 1.324857e-04: train_acc 94.000000, valid_acc 96.239998
2021-02-05 17:01:46,543 (JOBID 25142) epoch 528 lr 1.316126e-04: train_acc 94.192001, valid_acc 96.339996
2021-02-05 17:11:00,612 (JOBID 25142) epoch 529 lr 1.307510e-04: train_acc 93.942001, valid_acc 96.409996
2021-02-05 17:19:58,592 (JOBID 25142) epoch 530 lr 1.299008e-04: train_acc 93.987999, valid_acc 96.239998
2021-02-05 17:29:15,981 (JOBID 25142) epoch 531 lr 1.290622e-04: train_acc 94.033997, valid_acc 96.250000
2021-02-05 17:38:44,483 (JOBID 25142) epoch 532 lr 1.282351e-04: train_acc 93.851997, valid_acc 96.409996
2021-02-05 17:48:28,344 (JOBID 25142) epoch 533 lr 1.274196e-04: train_acc 94.167999, valid_acc 96.419998
2021-02-05 17:57:48,082 (JOBID 25142) epoch 534 lr 1.266156e-04: train_acc 93.919998, valid_acc 96.349998
2021-02-05 18:07:27,703 (JOBID 25142) epoch 535 lr 1.258233e-04: train_acc 93.958000, valid_acc 96.290001
2021-02-05 18:17:03,893 (JOBID 25142) epoch 536 lr 1.250426e-04: train_acc 93.953995, valid_acc 96.279999
2021-02-05 18:27:13,092 (JOBID 25142) epoch 537 lr 1.242736e-04: train_acc 93.972000, valid_acc 96.259995
2021-02-05 18:36:04,193 (JOBID 25142) epoch 538 lr 1.235162e-04: train_acc 93.862000, valid_acc 96.159996
2021-02-05 18:44:45,127 (JOBID 25142) epoch 539 lr 1.227705e-04: train_acc 93.897995, valid_acc 96.279999
2021-02-05 18:53:43,208 (JOBID 25142) epoch 540 lr 1.220365e-04: train_acc 93.797997, valid_acc 96.220001
2021-02-05 19:02:36,673 (JOBID 25142) epoch 541 lr 1.213143e-04: train_acc 94.203995, valid_acc 96.419998
2021-02-05 19:11:20,046 (JOBID 25142) epoch 542 lr 1.206038e-04: train_acc 93.680000, valid_acc 96.449997
2021-02-05 19:19:46,474 (JOBID 25142) epoch 543 lr 1.199051e-04: train_acc 93.785995, valid_acc 96.250000
2021-02-05 19:28:16,392 (JOBID 25142) epoch 544 lr 1.192181e-04: train_acc 93.919998, valid_acc 96.369995
2021-02-05 19:36:27,231 (JOBID 25142) epoch 545 lr 1.185430e-04: train_acc 93.821999, valid_acc 96.309998
2021-02-05 19:45:13,250 (JOBID 25142) epoch 546 lr 1.178797e-04: train_acc 93.635994, valid_acc 96.449997
2021-02-05 19:53:27,160 (JOBID 25142) epoch 547 lr 1.172283e-04: train_acc 93.751999, valid_acc 96.470001
2021-02-05 20:02:08,504 (JOBID 25142) epoch 548 lr 1.165887e-04: train_acc 93.673996, valid_acc 96.409996
2021-02-05 20:11:29,831 (JOBID 25142) epoch 549 lr 1.159610e-04: train_acc 93.855995, valid_acc 96.470001
2021-02-05 20:19:57,845 (JOBID 25142) epoch 550 lr 1.153452e-04: train_acc 93.743996, valid_acc 96.349998
2021-02-05 20:28:27,307 (JOBID 25142) epoch 551 lr 1.147414e-04: train_acc 93.834000, valid_acc 96.430000
2021-02-05 20:37:40,079 (JOBID 25142) epoch 552 lr 1.141494e-04: train_acc 93.545998, valid_acc 96.439995
2021-02-05 20:47:11,119 (JOBID 25142) epoch 553 lr 1.135694e-04: train_acc 93.652000, valid_acc 96.290001
2021-02-05 20:56:02,721 (JOBID 25142) epoch 554 lr 1.130014e-04: train_acc 93.639999, valid_acc 96.299995
2021-02-05 21:05:30,725 (JOBID 25142) epoch 555 lr 1.124454e-04: train_acc 93.605995, valid_acc 96.430000
2021-02-05 21:14:44,365 (JOBID 25142) epoch 556 lr 1.119013e-04: train_acc 93.804001, valid_acc 96.379997
2021-02-05 21:23:36,104 (JOBID 25142) epoch 557 lr 1.113693e-04: train_acc 93.599998, valid_acc 96.360001
2021-02-05 21:32:09,302 (JOBID 25142) epoch 558 lr 1.108492e-04: train_acc 93.645996, valid_acc 96.439995
2021-02-05 21:40:42,688 (JOBID 25142) epoch 559 lr 1.103413e-04: train_acc 93.529999, valid_acc 96.399994
2021-02-05 21:49:30,121 (JOBID 25142) epoch 560 lr 1.098453e-04: train_acc 93.837997, valid_acc 96.379997
2021-02-05 21:57:46,329 (JOBID 25142) epoch 561 lr 1.093615e-04: train_acc 93.332001, valid_acc 96.339996
2021-02-05 22:06:15,442 (JOBID 25142) epoch 562 lr 1.088897e-04: train_acc 93.486000, valid_acc 96.259995
2021-02-05 22:15:05,741 (JOBID 25142) epoch 563 lr 1.084300e-04: train_acc 93.507996, valid_acc 96.409996
2021-02-05 22:23:38,634 (JOBID 25142) epoch 564 lr 1.079824e-04: train_acc 93.607994, valid_acc 96.399994
2021-02-05 22:32:53,084 (JOBID 25142) epoch 565 lr 1.075470e-04: train_acc 93.470001, valid_acc 96.369995
2021-02-05 22:41:43,150 (JOBID 25142) epoch 566 lr 1.071236e-04: train_acc 93.449997, valid_acc 96.419998
2021-02-05 22:50:39,621 (JOBID 25142) epoch 567 lr 1.067124e-04: train_acc 93.402000, valid_acc 96.259995
2021-02-05 23:00:08,541 (JOBID 25142) epoch 568 lr 1.063134e-04: train_acc 93.442001, valid_acc 96.430000
2021-02-05 23:09:20,378 (JOBID 25142) epoch 569 lr 1.059265e-04: train_acc 93.486000, valid_acc 96.519997
2021-02-05 23:18:34,789 (JOBID 25142) epoch 570 lr 1.055518e-04: train_acc 93.638000, valid_acc 96.379997
2021-02-05 23:27:41,454 (JOBID 25142) epoch 571 lr 1.051893e-04: train_acc 93.477997, valid_acc 96.449997
2021-02-05 23:36:08,747 (JOBID 25142) epoch 572 lr 1.048390e-04: train_acc 93.351997, valid_acc 96.439995
2021-02-05 23:44:39,885 (JOBID 25142) epoch 573 lr 1.045008e-04: train_acc 93.413994, valid_acc 96.459999
2021-02-05 23:53:02,171 (JOBID 25142) epoch 574 lr 1.041749e-04: train_acc 93.439995, valid_acc 96.389999
2021-02-06 00:01:10,259 (JOBID 25142) epoch 575 lr 1.038612e-04: train_acc 93.458000, valid_acc 96.360001
2021-02-06 00:09:17,065 (JOBID 25142) epoch 576 lr 1.035598e-04: train_acc 93.537994, valid_acc 96.389999
2021-02-06 00:17:20,076 (JOBID 25142) epoch 577 lr 1.032706e-04: train_acc 93.250000, valid_acc 96.339996
2021-02-06 00:25:20,638 (JOBID 25142) epoch 578 lr 1.029936e-04: train_acc 93.323997, valid_acc 96.379997
2021-02-06 00:33:48,695 (JOBID 25142) epoch 579 lr 1.027288e-04: train_acc 93.292000, valid_acc 96.449997
2021-02-06 00:41:51,376 (JOBID 25142) epoch 580 lr 1.024764e-04: train_acc 93.357994, valid_acc 96.399994
2021-02-06 00:50:10,564 (JOBID 25142) epoch 581 lr 1.022362e-04: train_acc 93.259995, valid_acc 96.369995
2021-02-06 00:58:34,104 (JOBID 25142) epoch 582 lr 1.020082e-04: train_acc 93.309998, valid_acc 96.329994
2021-02-06 01:07:36,250 (JOBID 25142) epoch 583 lr 1.017926e-04: train_acc 93.071999, valid_acc 96.279999
2021-02-06 01:15:57,148 (JOBID 25142) epoch 584 lr 1.015892e-04: train_acc 93.265999, valid_acc 96.239998
2021-02-06 01:24:25,716 (JOBID 25142) epoch 585 lr 1.013981e-04: train_acc 93.105995, valid_acc 96.369995
2021-02-06 01:32:49,698 (JOBID 25142) epoch 586 lr 1.012193e-04: train_acc 93.147995, valid_acc 96.320000
2021-02-06 01:41:17,786 (JOBID 25142) epoch 587 lr 1.010528e-04: train_acc 93.043999, valid_acc 96.349998
2021-02-06 01:50:08,973 (JOBID 25142) epoch 588 lr 1.008986e-04: train_acc 93.290001, valid_acc 96.309998
2021-02-06 01:58:57,521 (JOBID 25142) epoch 589 lr 1.007567e-04: train_acc 93.129997, valid_acc 96.399994
2021-02-06 02:07:13,682 (JOBID 25142) epoch 590 lr 1.006270e-04: train_acc 93.051994, valid_acc 96.470001
2021-02-06 02:15:32,829 (JOBID 25142) epoch 591 lr 1.005097e-04: train_acc 93.040001, valid_acc 96.549995
2021-02-06 02:23:33,920 (JOBID 25142) epoch 592 lr 1.004047e-04: train_acc 93.001999, valid_acc 96.430000
2021-02-06 02:31:32,637 (JOBID 25142) epoch 593 lr 1.003119e-04: train_acc 93.063995, valid_acc 96.290001
2021-02-06 02:39:32,959 (JOBID 25142) epoch 594 lr 1.002314e-04: train_acc 92.993996, valid_acc 96.149994
2021-02-06 02:48:13,233 (JOBID 25142) epoch 595 lr 1.001631e-04: train_acc 93.152000, valid_acc 96.339996
2021-02-06 02:57:19,450 (JOBID 25142) epoch 596 lr 1.001071e-04: train_acc 92.928001, valid_acc 96.290001
2021-02-06 03:05:39,331 (JOBID 25142) epoch 597 lr 1.000632e-04: train_acc 92.801994, valid_acc 96.470001
2021-02-06 03:14:01,613 (JOBID 25142) epoch 598 lr 1.000312e-04: train_acc 93.043999, valid_acc 96.389999
2021-02-06 03:22:00,570 (JOBID 25142) epoch 599 lr 1.000110e-04: train_acc 92.963997, valid_acc 96.439995
2021-02-06 03:29:42,773 (JOBID 25142) epoch 600 lr 1.000015e-04: train_acc 92.942001, valid_acc 96.360001
